DATASET, #TRAINING_RELEASES, %TRAINING_INSTANCES, CLASSIFIER, FEATURE_SELECTION, BALANCING, COST_SENSITIVE, PRECISION, RECALL, AUC, KAPPA, TP, FP, TN, FN
syncope,17,92.5693990092532,Random Forest,None,Undersampling,None,0.9812789230122002,0.8576944291230005,0.6055005442760545,0.04140451769479416,4665.0,89.0,37.0,774.0
syncope,18,92.94587785596386,Random Forest,None,Undersampling,None,0.9470335017780274,0.9449112978524743,0.6065322582933883,0.08330305906802167,5060.0,283.0,46.0,295.0
syncope,19,93.36523643442291,Random Forest,None,Undersampling,None,0.9479436828454983,0.9618421052631579,0.739757722508241,0.29598622955950254,5117.0,281.0,125.0,203.0
syncope,20,93.7637843181991,Random Forest,None,Undersampling,None,0.9320029563932003,0.9633307868601986,0.7168575763638789,0.27685950413223154,5044.0,368.0,136.0,192.0
syncope,21,94.12985897344119,Random Forest,None,Undersampling,None,0.9318401235759799,0.9354526070943981,0.7619728769701796,0.33296494544143695,4826.0,353.0,228.0,333.0
syncope,22,94.44895199459094,Random Forest,None,Undersampling,None,0.9128856624319419,0.8920197044334975,0.7004980354210649,0.23180479756798947,4527.0,432.0,240.0,548.0
syncope,23,94.70448869821348,Random Forest,None,Undersampling,None,0.9211774002370604,0.9175521448248721,0.7713732412202259,0.3489467443776324,4663.0,399.0,308.0,419.0
syncope,24,94.96503496503496,Random Forest,None,Undersampling,None,0.9382064807837227,0.9460486322188449,0.7445492649747469,0.34222932978878096,4980.0,328.0,204.0,284.0
syncope,1,50.0,Naive Bayes,None,Undersampling,None,0.9764521193092621,0.9800420168067226,0.6344305300245098,0.04579721070486329,3732.0,90.0,6.0,76.0
syncope,2,66.62116040955631,Naive Bayes,None,Undersampling,None,0.9659863945578231,0.9502141327623126,0.6468832124781001,0.20597403004244766,3550.0,125.0,51.0,186.0
syncope,3,74.97441146366428,Naive Bayes,None,Undersampling,None,0.9348516949152542,0.9740618101545254,0.6879876824258033,0.15836471874620314,3530.0,246.0,42.0,94.0
syncope,4,79.98362668849775,Naive Bayes,None,Undersampling,None,0.968,0.934878587196468,0.9042772335663478,0.4556864852416224,3388.0,112.0,176.0,236.0
syncope,5,83.26516700749829,Naive Bayes,None,Undersampling,None,0.8293210711387612,0.9801790281329923,0.6657884430946291,0.2603315935576853,3066.0,631.0,169.0,62.0
syncope,6,85.4895104895105,Naive Bayes,None,Undersampling,None,0.8682170542635659,0.926208651399491,0.800827161335272,0.44035614245698285,2912.0,442.0,398.0,232.0
syncope,7,87.32824427480917,Naive Bayes,None,Undersampling,None,0.8473592571096924,0.9407216494845361,0.7971136949390816,0.3984729603745466,2920.0,526.0,354.0,184.0
syncope,8,83.26271186440678,Naive Bayes,None,Undersampling,None,0.9838026414154,0.642578125,0.6465167421283144,0.039714805205417855,3948.0,65.0,111.0,2196.0
syncope,9,87.99403430275913,Naive Bayes,None,Undersampling,None,0.9708397281297961,0.8927419354838709,0.6126606602822581,0.10007480814652345,4428.0,133.0,59.0,532.0
syncope,10,89.25124792013311,Naive Bayes,None,Undersampling,None,0.9647827920708562,0.9359656301145662,0.7306709580313304,0.27254982921061544,4575.0,167.0,113.0,313.0
syncope,11,90.25379186063974,Naive Bayes,None,Undersampling,None,0.9486392469817884,0.9578512396694215,0.7131483024981217,0.26093659664675284,4636.0,251.0,101.0,204.0
syncope,12,91.06947483588621,Naive Bayes,None,Undersampling,None,0.9038461538461539,0.9689670138888888,0.6497531467013888,0.25812369936245755,4465.0,475.0,141.0,143.0
syncope,13,91.77858667001381,Naive Bayes,None,Undersampling,None,0.8978506536671836,0.9142599277978339,0.7696335941130215,0.35840483780607535,4052.0,461.0,347.0,380.0
syncope,14,92.26404169079328,Naive Bayes,None,Undersampling,None,0.8297737365193487,0.946911196911197,0.7013986084298585,0.3338975795781774,3924.0,805.0,395.0,220.0
syncope,15,92.81952058475761,Naive Bayes,None,Undersampling,None,0.8307657959365929,0.9192193675889329,0.738163260015615,0.37695566360179095,3721.0,758.0,538.0,327.0
syncope,16,93.93174474959612,Naive Bayes,None,Undersampling,None,0.8670253651037664,0.8794178794178794,0.7643752977737353,0.3462367138264732,3384.0,519.0,441.0,464.0
syncope,17,92.5693990092532,Naive Bayes,None,Undersampling,None,0.9809395456295725,0.8196589446589446,0.5988337668025168,0.02958956411072262,5095.0,99.0,45.0,1121.0
syncope,18,92.94587785596386,Naive Bayes,None,Undersampling,None,0.9466470876162506,0.9480392156862745,0.5880818905576415,0.07924854698690928,5802.0,327.0,49.0,318.0
syncope,19,93.36523643442291,Naive Bayes,None,Undersampling,None,0.9492741803947153,0.9572368421052632,0.7325563960412885,0.3023250950740724,5820.0,311.0,153.0,260.0
syncope,20,93.7637843181991,Naive Bayes,None,Undersampling,None,0.9310845706907682,0.9640708556149733,0.7086600146687463,0.267188578810218,5769.0,427.0,149.0,215.0
syncope,21,94.12985897344119,Naive Bayes,None,Undersampling,None,0.9316137790599016,0.9311397557666214,0.7462732544833336,0.32356342115513664,5490.0,403.0,261.0,406.0
syncope,22,94.44895199459094,Naive Bayes,None,Undersampling,None,0.9137234229485152,0.896551724137931,0.6974126706178161,0.2423104805521414,5200.0,491.0,277.0,600.0
syncope,23,94.70448869821348,Naive Bayes,None,Undersampling,None,0.9207063711911357,0.915633608815427,0.7601230293483894,0.3429555084745767,5318.0,458.0,350.0,490.0
syncope,24,94.96503496503496,Naive Bayes,None,Undersampling,None,0.9383550354376133,0.9463098404255319,0.7471338765485023,0.34415357131492924,5693.0,374.0,234.0,323.0
syncope,1,50.0,IBk,None,Undersampling,None,0.9767225325884544,0.9794584500466853,0.6228807881177162,0.05659756498848381,4196.0,100.0,8.0,88.0
syncope,2,66.62116040955631,IBk,None,Undersampling,None,0.9665535627726611,0.9488460623364263,0.6456042701581602,0.21250290834272423,3988.0,138.0,60.0,215.0
syncope,3,74.97441146366428,IBk,None,Undersampling,None,0.9362920544022906,0.9624724061810155,0.680191044613414,0.16514231360210696,3924.0,267.0,57.0,153.0
syncope,4,79.98362668849775,IBk,None,Undersampling,None,0.9696969696969697,0.8947755702722591,0.884512107970942,0.375082078329203,3648.0,114.0,210.0,429.0
syncope,5,83.26516700749829,IBk,None,Undersampling,None,0.833740234375,0.9704461494742824,0.663079631208361,0.2807612713732035,3415.0,681.0,219.0,104.0
syncope,6,85.4895104895105,IBk,None,Undersampling,None,0.8753517163759145,0.8795589482612384,0.7879870095872358,0.41350149212467147,3111.0,443.0,502.0,426.0
syncope,7,87.32824427480917,IBk,None,Undersampling,None,0.8552,0.9183848797250859,0.791622265032918,0.4079906276381305,3207.0,543.0,447.0,285.0
syncope,8,83.26271186440678,IBk,None,Undersampling,None,0.983646408839779,0.6439525462962963,0.6434184144687617,0.03941808204985553,4451.0,74.0,124.0,2461.0
syncope,9,87.99403430275913,IBk,None,Undersampling,None,0.9712732919254659,0.896774193548387,0.6116599462365592,0.10837438423645326,5004.0,148.0,68.0,576.0
syncope,10,89.25124792013311,IBk,None,Undersampling,None,0.9643466717238763,0.9247135842880524,0.7141659233857816,0.2450252957643667,5085.0,188.0,127.0,414.0
syncope,11,90.25379186063974,IBk,None,Undersampling,None,0.9497134405620262,0.9434343434343434,0.7062908701338454,0.24618909154991642,5137.0,272.0,124.0,308.0
syncope,12,91.06947483588621,IBk,None,Undersampling,None,0.9047181935010097,0.9506172839506173,0.6440975005789821,0.24137946541667762,4928.0,519.0,174.0,256.0
syncope,13,91.77858667001381,IBk,None,Undersampling,None,0.9020137014739464,0.8714400320898515,0.759422422386643,0.3273087644604879,4345.0,472.0,437.0,641.0
syncope,14,92.26404169079328,IBk,None,Undersampling,None,0.8332698896079178,0.939081939081939,0.7013627913627913,0.3437358140291207,4378.0,876.0,474.0,284.0
syncope,15,92.81952058475761,IBk,None,Undersampling,None,0.83272800645682,0.9062362758014932,0.7349130205857707,0.37256731936991105,4127.0,829.0,629.0,427.0
syncope,16,93.93174474959612,IBk,None,Undersampling,None,0.869328922495274,0.8498498498498499,0.7512149970483304,0.32679843236866324,3679.0,553.0,527.0,650.0
syncope,17,92.5693990092532,IBk,None,Undersampling,None,0.9808714133900106,0.7919347919347919,0.5879327299080386,0.024751181402708315,5538.0,108.0,54.0,1455.0
syncope,18,92.94587785596386,IBk,None,Undersampling,None,0.9472136450521982,0.9356572258533042,0.5803088909147408,0.07954465146388344,6442.0,359.0,64.0,443.0
syncope,19,93.36523643442291,IBk,None,Undersampling,None,0.9501971666423251,0.9511695906432749,0.7252466054984203,0.29976944323966526,6506.0,341.0,181.0,334.0
syncope,20,93.7637843181991,IBk,None,Undersampling,None,0.9331196269852834,0.9512774806892454,0.7128974017590576,0.26736841149250934,6404.0,459.0,189.0,328.0
syncope,21,94.12985897344119,IBk,None,Undersampling,None,0.9352226720647774,0.9054726368159204,0.7485438008125774,0.30975762506133625,6006.0,416.0,331.0,627.0
syncope,22,94.44895199459094,IBk,None,Undersampling,None,0.9143677244458619,0.8787739463601533,0.6876233680999007,0.22815075543372818,5734.0,537.0,327.0,791.0
syncope,23,94.70448869821348,IBk,None,Undersampling,None,0.9241170855870188,0.88904193449648,0.7575924259092576,0.3260047678843123,5809.0,477.0,432.0,725.0
syncope,24,94.96503496503496,IBk,None,Undersampling,None,0.9393299124660429,0.9196217494089834,0.7367565633943014,0.30357562006102806,6224.0,402.0,282.0,544.0
syncope,1,50.0,Random Forest,None,None,Sensitive learning,0.9765886287625418,0.9815126050420168,0.6472251400560224,0.05338299193047592,4672.0,112.0,8.0,88.0
syncope,2,66.62116040955631,Random Forest,None,None,Sensitive learning,0.9653304442036836,0.9539614561027837,0.6515188826163131,0.20256137070296382,4455.0,160.0,60.0,215.0
syncope,3,74.97441146366428,Random Forest,None,None,Sensitive learning,0.9352564102564103,0.9662251655629139,0.7084059970566593,0.154114032092864,4377.0,303.0,57.0,153.0
syncope,4,79.98362668849775,Random Forest,None,None,Sensitive learning,0.9647141848976711,0.9052980132450331,0.8900312729948492,0.3601602700998636,4101.0,150.0,210.0,429.0
syncope,5,83.26516700749829,Random Forest,None,None,Sensitive learning,0.8304603971197906,0.9734015345268542,0.664238874680307,0.26202194975066406,3806.0,777.0,223.0,104.0
syncope,6,85.4895104895105,Random Forest,None,None,Sensitive learning,0.8653988639170166,0.8916030534351145,0.7991269841269841,0.38869673387035597,3504.0,545.0,505.0,426.0
syncope,7,87.32824427480917,Random Forest,None,None,Sensitive learning,0.8466792275082431,0.9265463917525774,0.7949759840674789,0.38002692019173967,3595.0,651.0,449.0,285.0
syncope,8,83.26271186440678,Random Forest,None,None,Sensitive learning,0.982342889690526,0.6736979166666667,0.6400775331439394,0.03966664452778229,5174.0,93.0,127.0,2506.0
syncope,9,87.99403430275913,Random Forest,None,None,Sensitive learning,0.9703243616287095,0.9070967741935484,0.6209771505376344,0.1052631578947372,5624.0,172.0,68.0,576.0
syncope,10,89.25124792013311,Random Forest,None,None,Sensitive learning,0.9623247170130089,0.9322422258592471,0.7190582183773673,0.23472241852576467,5696.0,223.0,127.0,414.0
syncope,11,90.25379186063974,Random Forest,None,None,Sensitive learning,0.9478375701551667,0.9490909090909091,0.713680879038317,0.2328721453575597,5742.0,316.0,124.0,308.0
syncope,12,91.06947483588621,Random Forest,None,None,Sensitive learning,0.9022950819672131,0.9555555555555556,0.6507991747835498,0.22446123393459547,5504.0,596.0,174.0,256.0
syncope,13,91.77858667001381,Random Forest,None,None,Sensitive learning,0.895448729665509,0.8842960288808664,0.7607092433070022,0.30931979063526627,4899.0,572.0,438.0,641.0
syncope,14,92.26404169079328,Random Forest,None,None,Sensitive learning,0.8285375761679079,0.944980694980695,0.7049299227799228,0.3258170463169158,4895.0,1013.0,487.0,285.0
syncope,15,92.81952058475761,Random Forest,None,None,Sensitive learning,0.8265524625267666,0.9154150197628459,0.7329048943541697,0.35605768489241924,4632.0,972.0,648.0,428.0
syncope,16,93.93174474959612,Random Forest,None,None,Sensitive learning,0.8613471502590674,0.8640332640332641,0.7489488911988912,0.30797791093878507,4156.0,669.0,531.0,654.0
syncope,17,92.5693990092532,Random Forest,None,None,Sensitive learning,0.9804165371464098,0.8118404118404119,0.5856588731588731,0.02418098170890055,6308.0,126.0,54.0,1462.0
syncope,18,92.94587785596386,Random Forest,None,None,Sensitive learning,0.9466701694469986,0.9420915032679739,0.594604922820192,0.0754734693549121,7207.0,406.0,64.0,443.0
syncope,19,93.36523643442291,Random Forest,None,None,Sensitive learning,0.947945205479452,0.9560526315789474,0.7334876361161524,0.28275655824969825,7266.0,399.0,181.0,334.0
syncope,20,93.7637843181991,Random Forest,None,None,Sensitive learning,0.9314925761917165,0.9561497326203209,0.7207577614379085,0.25760544148453507,7152.0,526.0,194.0,328.0
syncope,21,94.12985897344119,Random Forest,None,None,Sensitive learning,0.9314822489294101,0.9149253731343283,0.7529586732275098,0.2965669386613949,6743.0,496.0,334.0,627.0
syncope,22,94.44895199459094,Random Forest,None,None,Sensitive learning,0.9111299195937368,0.890896551724138,0.6869041666666666,0.2187335302614597,6459.0,630.0,330.0,791.0
syncope,23,94.70448869821348,Random Forest,None,None,Sensitive learning,0.9189987343552243,0.900137741046832,0.7597897062433516,0.3101462191716706,6535.0,576.0,434.0,725.0
syncope,24,94.96503496503496,Random Forest,None,None,Sensitive learning,0.9365015438313867,0.9276595744680851,0.7369382523796193,0.2929886250289665,6976.0,473.0,287.0,544.0
syncope,1,50.0,Naive Bayes,None,None,Sensitive learning,0.9766603415559773,0.9830022918258212,0.6430720015278839,0.05853232382061772,5147.0,123.0,9.0,89.0
syncope,2,66.62116040955631,Naive Bayes,None,None,Sensitive learning,0.9652327637006483,0.9565894490948024,0.6554031117625009,0.20648443395078214,4914.0,177.0,65.0,223.0
syncope,3,74.97441146366428,Naive Bayes,None,None,Sensitive learning,0.9352963967454475,0.9688942404174192,0.7014683256405111,0.15841876867523297,4828.0,334.0,62.0,155.0
syncope,4,79.98362668849775,Naive Bayes,None,None,Sensitive learning,0.9637865311308768,0.9133052378085491,0.8917156716675079,0.36942086725561496,4551.0,171.0,225.0,432.0
syncope,5,83.26516700749829,Naive Bayes,None,None,Sensitive learning,0.829412927456019,0.9755870727737735,0.6646852740377502,0.25692362051336604,4196.0,863.0,237.0,105.0
syncope,6,85.4895104895105,Naive Bayes,None,None,Sensitive learning,0.8643126804352653,0.9003007170946102,0.7987905224546445,0.3937826376476361,3892.0,611.0,544.0,431.0
syncope,7,87.32824427480917,Naive Bayes,None,None,Sensitive learning,0.8424396442185514,0.9320524835988754,0.7821834795944449,0.36643092323819937,3978.0,744.0,466.0,290.0
syncope,8,83.26271186440678,Naive Bayes,None,None,Sensitive learning,0.9827555868379377,0.6611032196969697,0.6428887271475081,0.0391110424654596,5585.0,98.0,144.0,2863.0
syncope,9,87.99403430275913,Naive Bayes,None,None,Sensitive learning,0.9702492211838006,0.9133431085043988,0.6132186972362925,0.10985576923076928,6229.0,191.0,73.0,591.0
syncope,10,89.25124792013311,Naive Bayes,None,None,Sensitive learning,0.962934481697939,0.9315578038982294,0.7223577196497892,0.24097322556963144,6261.0,241.0,144.0,460.0
syncope,11,90.25379186063974,Naive Bayes,None,None,Sensitive learning,0.9475336322869955,0.9525169045830203,0.7091542430658612,0.23519580215722505,6339.0,351.0,133.0,316.0
syncope,12,91.06947483588621,Naive Bayes,None,None,Sensitive learning,0.9012913759833754,0.9583333333333334,0.6463581542997865,0.21789349509118225,6072.0,665.0,182.0,264.0
syncope,13,91.77858667001381,Naive Bayes,None,None,Sensitive learning,0.8916530278232406,0.8939940925500492,0.749082924373829,0.29990030562047515,5448.0,662.0,449.0,646.0
syncope,14,92.26404169079328,Naive Bayes,None,None,Sensitive learning,0.8258281178446039,0.9494559494559495,0.6992669942669942,0.31596220985226753,5410.0,1141.0,509.0,288.0
syncope,15,92.81952058475761,Naive Bayes,None,None,Sensitive learning,0.822417934347478,0.9227452389507725,0.7254681400986348,0.34510972042440874,5136.0,1109.0,673.0,430.0
syncope,16,93.93174474959612,Naive Bayes,None,None,Sensitive learning,0.8559211749395799,0.8701568701568702,0.7351415783233965,0.2902981409804921,4604.0,775.0,545.0,687.0
syncope,17,92.5693990092532,Naive Bayes,None,None,Sensitive learning,0.9803045118033245,0.8211068211068211,0.5835182880637426,0.02463590521193339,7018.0,141.0,57.0,1529.0
syncope,18,92.94587785596386,Naive Bayes,None,None,Sensitive learning,0.9462800095079629,0.9461675579322638,0.5822614585955125,0.0718276984014717,7962.0,452.0,65.0,453.0
syncope,19,93.36523643442291,Naive Bayes,None,None,Sensitive learning,0.947026132198179,0.9580143540669857,0.7279976489028214,0.27513957496456554,8009.0,448.0,190.0,351.0
syncope,20,93.7637843181991,Naive Bayes,None,None,Sensitive learning,0.9301804458072886,0.9585561497326203,0.7096373156700697,0.2463621354747448,7887.0,592.0,200.0,341.0
syncope,21,94.12985897344119,Naive Bayes,None,None,Sensitive learning,0.9289359054138145,0.9206858270630319,0.7419508596076221,0.2852927450910001,7464.0,571.0,342.0,643.0
syncope,22,94.44895199459094,Naive Bayes,None,None,Sensitive learning,0.9092061881815876,0.8990595611285267,0.6805026954497958,0.2132333993413483,7170.0,716.0,340.0,805.0
syncope,23,94.70448869821348,Naive Bayes,None,None,Sensitive learning,0.916076845298281,0.9075882794891059,0.7491663516464344,0.30129044932512655,7248.0,664.0,447.0,738.0
syncope,24,94.96503496503496,Naive Bayes,None,None,Sensitive learning,0.9342137145626362,0.9321808510638298,0.7242619796535034,0.27995009105861146,7711.0,543.0,293.0,561.0
syncope,1,50.0,IBk,None,None,Sensitive learning,0.9765543591524835,0.9844187675070029,0.6378591367102396,0.05557091512302951,5623.0,135.0,9.0,89.0
syncope,2,66.62116040955631,IBk,None,None,Sensitive learning,0.9646636771300449,0.9596716630977873,0.6498364939545347,0.20284336810787654,5378.0,197.0,67.0,226.0
syncope,3,74.97441146366428,IBk,None,None,Sensitive learning,0.9346787041954329,0.9713024282560706,0.6959774343880304,0.15152146107855718,5280.0,369.0,63.0,156.0
syncope,4,79.98362668849775,IBk,None,None,Sensitive learning,0.9645061728395061,0.919793966151582,0.8953300016351893,0.3893360404128296,5000.0,184.0,248.0,436.0
syncope,5,83.26516700749829,IBk,None,None,Sensitive learning,0.8283959537572254,0.9774083546462063,0.6647513498152884,0.25158921240884763,4586.0,950.0,250.0,106.0
syncope,6,85.4895104895105,IBk,None,None,Sensitive learning,0.8607315112540193,0.9081849024597116,0.7830065161490097,0.3874819766679775,4283.0,693.0,567.0,433.0
syncope,7,87.32824427480917,IBk,None,None,Sensitive learning,0.842481638964051,0.9362113402061856,0.784553085624284,0.3709349824381246,4359.0,815.0,505.0,297.0
syncope,8,83.26271186440678,IBk,None,None,Sensitive learning,0.9828882136574444,0.6668836805555556,0.6446140687473695,0.04054891964607228,6146.0,107.0,157.0,3070.0
syncope,9,87.99403430275913,IBk,None,None,Sensitive learning,0.9699376063528077,0.9193548387096774,0.6043307104988053,0.11122290811192936,6840.0,212.0,76.0,600.0
syncope,10,89.25124792013311,IBk,None,None,Sensitive learning,0.9624597282532568,0.9371249318057828,0.7144605837424987,0.24579121343736834,6871.0,268.0,152.0,461.0
syncope,11,90.25379186063974,IBk,None,None,Sensitive learning,0.946613872200983,0.9549586776859504,0.6972591357792804,0.2271964389959133,6933.0,391.0,137.0,327.0
syncope,12,91.06947483588621,IBk,None,None,Sensitive learning,0.9007995663369021,0.9616608796296297,0.6432601686507936,0.21694821479044765,6647.0,732.0,192.0,265.0
syncope,13,91.77858667001381,IBk,None,None,Sensitive learning,0.8939122649955237,0.901173285198556,0.7538981673438102,0.3203755364318578,5991.0,711.0,501.0,657.0
syncope,14,92.26404169079328,IBk,None,None,Sensitive learning,0.827566886118504,0.9504504504504504,0.6994821160446161,0.32592765497634335,5908.0,1231.0,569.0,308.0
syncope,15,92.81952058475761,IBk,None,None,Sensitive learning,0.8226183518410286,0.9272068511198946,0.7232148121716359,0.3499623918766454,5630.0,1214.0,730.0,442.0
syncope,16,93.93174474959612,IBk,None,None,Sensitive learning,0.8556944913822238,0.8773388773388774,0.7355290988103488,0.295527302798944,5064.0,854.0,586.0,708.0
syncope,17,92.5693990092532,IBk,None,None,Sensitive learning,0.9803598580841358,0.8297940797940798,0.5837029986335542,0.02647495486983968,7737.0,155.0,61.0,1587.0
syncope,18,92.94587785596386,IBk,None,None,Sensitive learning,0.9459665144596652,0.9478213507625273,0.5814760734869204,0.06762855354613415,8701.0,497.0,67.0,479.0
syncope,19,93.36523643442291,IBk,None,None,Sensitive learning,0.946469125121661,0.9596491228070175,0.7187945055706796,0.2713059706884841,8752.0,495.0,201.0,368.0
syncope,20,93.7637843181991,IBk,None,None,Sensitive learning,0.9303053188046175,0.9606729055258467,0.7105455081864396,0.2515322400856663,8623.0,646.0,218.0,353.0
syncope,21,94.12985897344119,IBk,None,None,Sensitive learning,0.9298126064735945,0.9257123473541384,0.7488050347023554,0.3000180770080546,8187.0,618.0,378.0,657.0
syncope,22,94.44895199459094,IBk,None,None,Sensitive learning,0.9090698750578436,0.9032183908045976,0.6772506086366539,0.21636421626337354,7858.0,786.0,366.0,842.0
syncope,23,94.70448869821348,IBk,None,None,Sensitive learning,0.9164265129682997,0.912534435261708,0.747607383844445,0.3102724755447295,7950.0,725.0,487.0,762.0
syncope,24,94.96503496503496,IBk,None,None,Sensitive learning,0.9349485562562231,0.9365026595744681,0.7267402666962175,0.2939387796472734,8451.0,588.0,324.0,573.0
